2024-12-13 03:08:25,387 | INFO | embeddings | Initialized sentence-transformers/all-MiniLM-L6-v2 on cpu (torch dtype: cpu)
2024-12-13 03:50:40,611 | INFO | logging | Request 2338529c-7906-407d-9fce-384a81e33dfe completed: GET /api/v1/health - Status: 200 - Took: 0.59ms
2024-12-13 03:50:40,612 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 0.83ms
2024-12-13 03:50:45,639 | INFO | logging | Request 1a20b5a0-5f4b-4d66-80b3-ef0d72295d36 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:50:45,639 | INFO | logging | Request 1a20b5a0-5f4b-4d66-80b3-ef0d72295d36 completed: GET /api/v1/health - Status: 200 - Took: 0.59ms
2024-12-13 03:50:45,640 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 0.89ms
2024-12-13 03:50:50,697 | INFO | logging | Request 492d003a-94c0-45ef-a6a0-8a146a75f507 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:50:50,698 | INFO | logging | Request 492d003a-94c0-45ef-a6a0-8a146a75f507 completed: GET /api/v1/health - Status: 200 - Took: 1.10ms
2024-12-13 03:50:50,698 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.92ms
2024-12-13 03:50:55,726 | INFO | logging | Request 967c1d4a-f3e0-432d-8eff-66238cb71f13 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:50:55,726 | INFO | logging | Request 967c1d4a-f3e0-432d-8eff-66238cb71f13 completed: GET /api/v1/health - Status: 200 - Took: 0.63ms
2024-12-13 03:50:55,727 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.64ms
2024-12-13 03:51:00,761 | INFO | logging | Request 02964c33-9a93-49b5-9cfc-e4e8c3726eee started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:51:00,761 | INFO | logging | Request 02964c33-9a93-49b5-9cfc-e4e8c3726eee completed: GET /api/v1/health - Status: 200 - Took: 0.62ms
2024-12-13 03:51:00,762 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.11ms
2024-12-13 03:51:05,822 | INFO | logging | Request 1035abcb-6c80-4a7e-aaa1-62e669423e8d started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:51:05,824 | INFO | logging | Request 1035abcb-6c80-4a7e-aaa1-62e669423e8d completed: GET /api/v1/health - Status: 200 - Took: 1.28ms
2024-12-13 03:51:05,824 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 2.22ms
2024-12-13 03:51:10,856 | INFO | logging | Request d684956d-a02c-4c12-bd71-3d01e2de9d4f started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:51:10,857 | INFO | logging | Request d684956d-a02c-4c12-bd71-3d01e2de9d4f completed: GET /api/v1/health - Status: 200 - Took: 0.74ms
2024-12-13 03:51:10,857 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.39ms
2024-12-13 03:51:15,890 | INFO | logging | Request af7bbeb6-6080-4308-98d4-08d8b096c8b3 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:51:15,890 | INFO | logging | Request af7bbeb6-6080-4308-98d4-08d8b096c8b3 completed: GET /api/v1/health - Status: 200 - Took: 0.79ms
2024-12-13 03:51:15,891 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.19ms
2024-12-13 03:51:20,946 | INFO | logging | Request db463413-1a5b-4921-ad06-3955a6236675 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:51:20,947 | INFO | logging | Request db463413-1a5b-4921-ad06-3955a6236675 completed: GET /api/v1/health - Status: 200 - Took: 0.80ms
2024-12-13 03:51:20,947 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.50ms
2024-12-13 03:51:25,995 | INFO | logging | Request 9e738836-8e8c-4807-ac7b-b315ee09d278 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:51:25,996 | INFO | logging | Request 9e738836-8e8c-4807-ac7b-b315ee09d278 completed: GET /api/v1/health - Status: 200 - Took: 0.80ms
2024-12-13 03:51:25,997 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.52ms
2024-12-13 03:51:31,030 | INFO | logging | Request 014e87a1-3c6a-4086-9b3c-e197ec5a9599 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:51:31,031 | INFO | logging | Request 014e87a1-3c6a-4086-9b3c-e197ec5a9599 completed: GET /api/v1/health - Status: 200 - Took: 0.90ms
2024-12-13 03:51:31,031 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.41ms
2024-12-13 03:51:36,058 | INFO | logging | Request e6398d3d-6e8c-4638-9293-24aa7405eb87 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:51:36,059 | INFO | logging | Request e6398d3d-6e8c-4638-9293-24aa7405eb87 completed: GET /api/v1/health - Status: 200 - Took: 0.70ms
2024-12-13 03:51:36,060 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.25ms
2024-12-13 03:51:41,087 | INFO | logging | Request 9bee5f03-a9a9-413a-89df-721446c73562 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:51:41,088 | INFO | logging | Request 9bee5f03-a9a9-413a-89df-721446c73562 completed: GET /api/v1/health - Status: 200 - Took: 0.66ms
2024-12-13 03:51:41,088 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.05ms
2024-12-13 03:51:48,063 | INFO | logging | Request a1a47155-3a12-4b9d-9344-917cdf032708 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:51:48,064 | INFO | logging | Request a1a47155-3a12-4b9d-9344-917cdf032708 completed: GET /api/v1/health - Status: 200 - Took: 0.84ms
2024-12-13 03:51:48,064 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.46ms
2024-12-13 03:51:53,112 | INFO | logging | Request 6b90be21-60d4-453f-a5d6-74192d49a4d9 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:51:53,113 | INFO | logging | Request 6b90be21-60d4-453f-a5d6-74192d49a4d9 completed: GET /api/v1/health - Status: 200 - Took: 0.74ms
2024-12-13 03:51:53,113 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.29ms
2024-12-13 03:51:58,145 | INFO | logging | Request 9650c0c5-32f5-488f-bf13-58ad2ff61c54 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:51:58,146 | INFO | logging | Request 9650c0c5-32f5-488f-bf13-58ad2ff61c54 completed: GET /api/v1/health - Status: 200 - Took: 0.54ms
2024-12-13 03:51:58,146 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 0.80ms
2024-12-13 03:51:58,919 | INFO | logging | Request ce37bdd4-0520-4e90-8f99-aa7bbb508d16 started: POST /api/v1/chat - Client: 172.19.0.6
2024-12-13 03:52:03,171 | INFO | logging | Request 903935bf-8b0b-4828-95fa-6ac00b9caaf5 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:52:03,174 | INFO | logging | Request 903935bf-8b0b-4828-95fa-6ac00b9caaf5 completed: GET /api/v1/health - Status: 200 - Took: 3.40ms
2024-12-13 03:52:03,176 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 4.99ms
2024-12-13 03:52:06,116 | INFO | store | Initialized VectorStore with model: all-MiniLM-L6-v2
2024-12-13 03:52:06,120 | INFO | chat | Calling VectorStore.similarity_search
2024-12-13 03:52:06,120 | INFO | store | Running similarity search for query='Considerando que el texto menciona la importancia del conocimiento del mundo para resolver ambigüedades, ¿cómo podría afectar esto al desarrollo de sistemas de PLN para lenguas minoritarias con menos datos disponibles?' with filter_conditions={}
2024-12-13 03:52:06,274 | INFO | store | Found 3 relevant chunks with threshold 0
2024-12-13 03:52:07,239 | INFO | chat | []
2024-12-13 03:52:07,240 | INFO | chat | Generated response with 3 chunks for query: Considerando que el texto menciona la importancia ...
2024-12-13 03:52:07,241 | INFO | logging | Request ce37bdd4-0520-4e90-8f99-aa7bbb508d16 completed: POST /api/v1/chat - Status: 200 - Took: 8322.19ms
2024-12-13 03:52:07,241 | DEBUG | timing | Request processed: POST /api/v1/chat - Took: 8322.75ms
2024-12-13 03:52:08,205 | INFO | logging | Request c20ac778-750f-42e2-a13d-ad2667c6460d started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:52:08,206 | INFO | logging | Request c20ac778-750f-42e2-a13d-ad2667c6460d completed: GET /api/v1/health - Status: 200 - Took: 0.92ms
2024-12-13 03:52:08,206 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.31ms
2024-12-13 03:52:13,256 | INFO | logging | Request fd433092-b820-4271-9cf3-5271819f96f7 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:52:13,257 | INFO | logging | Request fd433092-b820-4271-9cf3-5271819f96f7 completed: GET /api/v1/health - Status: 200 - Took: 1.03ms
2024-12-13 03:52:13,257 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.61ms
2024-12-13 03:52:18,287 | INFO | logging | Request 5e6f527b-38a4-4e6c-91cc-9ae22c634014 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:52:18,287 | INFO | logging | Request 5e6f527b-38a4-4e6c-91cc-9ae22c634014 completed: GET /api/v1/health - Status: 200 - Took: 0.51ms
2024-12-13 03:52:18,287 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 0.75ms
2024-12-13 03:52:23,317 | INFO | logging | Request 8541f5f0-a628-4c11-851e-3dc20842593d started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:52:23,317 | INFO | logging | Request 8541f5f0-a628-4c11-851e-3dc20842593d completed: GET /api/v1/health - Status: 200 - Took: 0.59ms
2024-12-13 03:52:23,317 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 0.99ms
2024-12-13 03:52:28,375 | INFO | logging | Request 20de7249-cd86-41d5-8939-1cdd7bc77603 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:52:28,376 | INFO | logging | Request 20de7249-cd86-41d5-8939-1cdd7bc77603 completed: GET /api/v1/health - Status: 200 - Took: 1.00ms
2024-12-13 03:52:28,376 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.65ms
2024-12-13 03:52:33,408 | INFO | logging | Request 9e101863-0ea2-47f5-ad9b-a46a73e07be4 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:52:33,408 | INFO | logging | Request 9e101863-0ea2-47f5-ad9b-a46a73e07be4 completed: GET /api/v1/health - Status: 200 - Took: 0.63ms
2024-12-13 03:52:33,409 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.22ms
2024-12-13 03:52:38,438 | INFO | logging | Request 825872cf-f43c-4f93-a899-569fe0084250 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:52:38,439 | INFO | logging | Request 825872cf-f43c-4f93-a899-569fe0084250 completed: GET /api/v1/health - Status: 200 - Took: 0.82ms
2024-12-13 03:52:38,439 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.23ms
2024-12-13 03:52:43,466 | INFO | logging | Request 6bc35af5-bca6-4f4c-8a9b-83ce48b4e203 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:52:43,466 | INFO | logging | Request 6bc35af5-bca6-4f4c-8a9b-83ce48b4e203 completed: GET /api/v1/health - Status: 200 - Took: 0.46ms
2024-12-13 03:52:43,466 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 0.82ms
2024-12-13 03:52:48,547 | INFO | logging | Request 446c4661-fea0-40ee-8f41-6d50b9e86c75 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:52:48,547 | INFO | logging | Request 446c4661-fea0-40ee-8f41-6d50b9e86c75 completed: GET /api/v1/health - Status: 200 - Took: 0.84ms
2024-12-13 03:52:48,548 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.39ms
2024-12-13 03:52:53,232 | INFO | logging | Request fddd52f8-08d0-4666-98b0-0e614a5b5394 started: POST /api/v1/chat - Client: 172.19.0.6
2024-12-13 03:52:53,575 | INFO | logging | Request aba22190-ca62-4be9-9e42-78b2df2fb7a4 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:52:53,576 | INFO | logging | Request aba22190-ca62-4be9-9e42-78b2df2fb7a4 completed: GET /api/v1/health - Status: 200 - Took: 1.25ms
2024-12-13 03:52:53,582 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 7.77ms
2024-12-13 03:52:58,619 | INFO | logging | Request de7d4ae5-d8b8-458e-abf3-eab5ccc23fac started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:52:58,620 | INFO | logging | Request de7d4ae5-d8b8-458e-abf3-eab5ccc23fac completed: GET /api/v1/health - Status: 200 - Took: 0.90ms
2024-12-13 03:52:58,620 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.42ms
2024-12-13 03:53:00,619 | INFO | store | Initialized VectorStore with model: all-MiniLM-L6-v2
2024-12-13 03:53:00,622 | INFO | chat | Calling VectorStore.similarity_search
2024-12-13 03:53:00,622 | INFO | store | Running similarity search for query='Considerando que el texto menciona la importancia del conocimiento del mundo para resolver ambigüedades, ¿cómo podría afectar esto al desarrollo de sistemas de PLN para lenguas minoritarias con menos datos disponibles?' with filter_conditions={}
2024-12-13 03:53:00,679 | INFO | store | Found 3 relevant chunks with threshold 0
2024-12-13 03:53:01,425 | DEBUG | chat | []
2024-12-13 03:53:01,426 | INFO | chat | []
2024-12-13 03:53:01,426 | INFO | chat | Generated response with 3 chunks for query: Considerando que el texto menciona la importancia ...
2024-12-13 03:53:01,427 | INFO | logging | Request fddd52f8-08d0-4666-98b0-0e614a5b5394 completed: POST /api/v1/chat - Status: 200 - Took: 8195.68ms
2024-12-13 03:53:01,428 | DEBUG | timing | Request processed: POST /api/v1/chat - Took: 8196.25ms
2024-12-13 03:53:03,648 | INFO | logging | Request 7d1a6e62-b483-45be-9c9b-ce336cf5da28 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:53:03,649 | INFO | logging | Request 7d1a6e62-b483-45be-9c9b-ce336cf5da28 completed: GET /api/v1/health - Status: 200 - Took: 0.57ms
2024-12-13 03:53:03,649 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 0.85ms
2024-12-13 03:53:08,681 | INFO | logging | Request eed982a6-d8f1-42ef-80b2-d6271656e253 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:53:08,682 | INFO | logging | Request eed982a6-d8f1-42ef-80b2-d6271656e253 completed: GET /api/v1/health - Status: 200 - Took: 0.93ms
2024-12-13 03:53:08,682 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.36ms
2024-12-13 03:53:13,712 | INFO | logging | Request 4fef571f-1c57-43e1-85e6-18acb4b6dd43 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:53:13,712 | INFO | logging | Request 4fef571f-1c57-43e1-85e6-18acb4b6dd43 completed: GET /api/v1/health - Status: 200 - Took: 0.55ms
2024-12-13 03:53:13,713 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 0.84ms
2024-12-13 03:53:18,759 | INFO | logging | Request 677676b6-a1b7-442d-a67a-3646b4747826 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:53:18,760 | INFO | logging | Request 677676b6-a1b7-442d-a67a-3646b4747826 completed: GET /api/v1/health - Status: 200 - Took: 0.63ms
2024-12-13 03:53:18,760 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 0.97ms
2024-12-13 03:53:23,788 | INFO | logging | Request f4edb99f-901a-446c-92b6-8570a5de3330 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:53:23,789 | INFO | logging | Request f4edb99f-901a-446c-92b6-8570a5de3330 completed: GET /api/v1/health - Status: 200 - Took: 0.66ms
2024-12-13 03:53:23,789 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.12ms
2024-12-13 03:53:28,820 | INFO | logging | Request ad8907d8-3803-49b8-9eae-9d5f499b10f5 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:53:28,821 | INFO | logging | Request ad8907d8-3803-49b8-9eae-9d5f499b10f5 completed: GET /api/v1/health - Status: 200 - Took: 0.55ms
2024-12-13 03:53:28,821 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 0.94ms
2024-12-13 03:53:33,849 | INFO | logging | Request 31e63c20-1fe8-484c-9fe5-a80b7072576e started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:53:33,850 | INFO | logging | Request 31e63c20-1fe8-484c-9fe5-a80b7072576e completed: GET /api/v1/health - Status: 200 - Took: 0.83ms
2024-12-13 03:53:33,850 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.15ms
2024-12-13 03:53:38,910 | INFO | logging | Request e9c0c7fc-44eb-4c59-a800-b80196baf984 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:53:38,910 | INFO | logging | Request e9c0c7fc-44eb-4c59-a800-b80196baf984 completed: GET /api/v1/health - Status: 200 - Took: 0.90ms
2024-12-13 03:53:38,911 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.45ms
2024-12-13 03:53:43,942 | INFO | logging | Request 8b22f1b6-5eaf-4e9f-be85-5479527bf6a2 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:53:43,943 | INFO | logging | Request 8b22f1b6-5eaf-4e9f-be85-5479527bf6a2 completed: GET /api/v1/health - Status: 200 - Took: 0.55ms
2024-12-13 03:53:43,943 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 0.96ms
2024-12-13 03:53:48,973 | INFO | logging | Request 866ea4b1-42ab-4022-b3f4-0da99d367866 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:53:48,974 | INFO | logging | Request 866ea4b1-42ab-4022-b3f4-0da99d367866 completed: GET /api/v1/health - Status: 200 - Took: 0.51ms
2024-12-13 03:53:48,974 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 0.79ms
2024-12-13 03:53:54,025 | INFO | logging | Request 9b4e3b9b-71f2-476c-aeb1-119b2bccc343 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:53:54,026 | INFO | logging | Request 9b4e3b9b-71f2-476c-aeb1-119b2bccc343 completed: GET /api/v1/health - Status: 200 - Took: 0.99ms
2024-12-13 03:53:54,026 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.60ms
2024-12-13 03:53:59,059 | INFO | logging | Request 71ca1845-7414-457e-b77e-382be33e21da started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:53:59,059 | INFO | logging | Request 71ca1845-7414-457e-b77e-382be33e21da completed: GET /api/v1/health - Status: 200 - Took: 0.57ms
2024-12-13 03:53:59,060 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.04ms
2024-12-13 03:54:04,089 | INFO | logging | Request 49f22f4b-0c34-45be-a324-a90751dba7f4 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:54:04,090 | INFO | logging | Request 49f22f4b-0c34-45be-a324-a90751dba7f4 completed: GET /api/v1/health - Status: 200 - Took: 0.58ms
2024-12-13 03:54:04,090 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 0.99ms
2024-12-13 03:54:09,149 | INFO | logging | Request f5a48dbd-6135-4920-88ef-b857da4dd3d8 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:54:09,151 | INFO | logging | Request f5a48dbd-6135-4920-88ef-b857da4dd3d8 completed: GET /api/v1/health - Status: 200 - Took: 1.45ms
2024-12-13 03:54:09,151 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 2.56ms
2024-12-13 03:54:15,734 | INFO | logging | Request 762877d5-efd7-44fe-a8fe-ef22d98767b5 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:54:15,735 | INFO | logging | Request 762877d5-efd7-44fe-a8fe-ef22d98767b5 completed: GET /api/v1/health - Status: 200 - Took: 0.76ms
2024-12-13 03:54:15,736 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.31ms
2024-12-13 03:54:20,800 | INFO | logging | Request 6249cd3f-0a5c-465a-bf92-b69215d35b68 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:54:20,801 | INFO | logging | Request 6249cd3f-0a5c-465a-bf92-b69215d35b68 completed: GET /api/v1/health - Status: 200 - Took: 1.05ms
2024-12-13 03:54:20,802 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.48ms
2024-12-13 03:54:21,265 | INFO | logging | Request d0a30f27-83ed-420d-8096-ab230f248ad5 started: POST /api/v1/chat - Client: 172.19.0.6
2024-12-13 03:54:25,832 | INFO | logging | Request c3765cbb-81f1-4587-9358-e0891d0db459 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:54:25,832 | INFO | logging | Request c3765cbb-81f1-4587-9358-e0891d0db459 completed: GET /api/v1/health - Status: 200 - Took: 0.60ms
2024-12-13 03:54:25,832 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 0.87ms
2024-12-13 03:54:28,783 | INFO | store | Initialized VectorStore with model: all-MiniLM-L6-v2
2024-12-13 03:54:28,786 | INFO | chat | Calling VectorStore.similarity_search
2024-12-13 03:54:28,786 | INFO | store | Running similarity search for query='Considerando que el texto menciona la importancia del conocimiento del mundo para resolver ambigüedades, ¿cómo podría afectar esto al desarrollo de sistemas de PLN para lenguas minoritarias con menos datos disponibles?' with filter_conditions={}
2024-12-13 03:54:29,375 | INFO | store | Found 3 relevant chunks with threshold 0
2024-12-13 03:54:30,174 | DEBUG | chat | [None, None, None]
2024-12-13 03:54:30,190 | DEBUG | chat | []
2024-12-13 03:54:30,190 | INFO | chat | []
2024-12-13 03:54:30,190 | INFO | chat | Generated response with 3 chunks for query: Considerando que el texto menciona la importancia ...
2024-12-13 03:54:30,191 | INFO | logging | Request d0a30f27-83ed-420d-8096-ab230f248ad5 completed: POST /api/v1/chat - Status: 200 - Took: 8925.87ms
2024-12-13 03:54:30,191 | DEBUG | timing | Request processed: POST /api/v1/chat - Took: 8926.13ms
2024-12-13 03:54:30,889 | INFO | logging | Request b643c6a3-4b18-4124-8053-b00340cf6fdf started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:54:30,890 | INFO | logging | Request b643c6a3-4b18-4124-8053-b00340cf6fdf completed: GET /api/v1/health - Status: 200 - Took: 1.53ms
2024-12-13 03:54:30,891 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 2.82ms
2024-12-13 03:54:35,921 | INFO | logging | Request fcd1aa71-2943-4914-995f-983191a2ac49 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:54:35,921 | INFO | logging | Request fcd1aa71-2943-4914-995f-983191a2ac49 completed: GET /api/v1/health - Status: 200 - Took: 0.53ms
2024-12-13 03:54:35,921 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 0.81ms
2024-12-13 03:54:40,953 | INFO | logging | Request d7926671-45aa-4cd0-a2f1-01a6f7f32586 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:54:40,954 | INFO | logging | Request d7926671-45aa-4cd0-a2f1-01a6f7f32586 completed: GET /api/v1/health - Status: 200 - Took: 0.81ms
2024-12-13 03:54:40,954 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.11ms
2024-12-13 03:54:46,016 | INFO | logging | Request 40fce39e-f3c7-4d33-b89d-904e02554600 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:54:46,018 | INFO | logging | Request 40fce39e-f3c7-4d33-b89d-904e02554600 completed: GET /api/v1/health - Status: 200 - Took: 2.02ms
2024-12-13 03:54:46,019 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 3.07ms
2024-12-13 03:54:51,042 | INFO | logging | Request 4b3055a6-156b-417f-9085-5f1173c63a2e started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:54:51,043 | INFO | logging | Request 4b3055a6-156b-417f-9085-5f1173c63a2e completed: GET /api/v1/health - Status: 200 - Took: 0.65ms
2024-12-13 03:54:51,043 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.08ms
2024-12-13 03:54:56,068 | INFO | logging | Request 02d4659e-af29-4467-98b4-5e223f96c953 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:54:56,069 | INFO | logging | Request 02d4659e-af29-4467-98b4-5e223f96c953 completed: GET /api/v1/health - Status: 200 - Took: 0.70ms
2024-12-13 03:54:56,070 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.22ms
2024-12-13 03:55:01,094 | INFO | logging | Request fb8249d0-fd80-47f9-9374-80c2576972e8 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:55:01,094 | INFO | logging | Request fb8249d0-fd80-47f9-9374-80c2576972e8 completed: GET /api/v1/health - Status: 200 - Took: 0.48ms
2024-12-13 03:55:01,094 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 0.92ms
2024-12-13 03:55:06,120 | INFO | logging | Request 5a09448a-68b9-43dc-94a0-09429cef8c6d started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:55:06,121 | INFO | logging | Request 5a09448a-68b9-43dc-94a0-09429cef8c6d completed: GET /api/v1/health - Status: 200 - Took: 0.82ms
2024-12-13 03:55:06,121 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.24ms
2024-12-13 03:55:12,378 | INFO | logging | Request d0f66904-4dee-412d-8115-1412c20f2d89 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:55:12,378 | INFO | logging | Request d0f66904-4dee-412d-8115-1412c20f2d89 completed: GET /api/v1/health - Status: 200 - Took: 0.59ms
2024-12-13 03:55:12,379 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.01ms
2024-12-13 03:55:17,410 | INFO | logging | Request b714f9ad-8580-492b-b2b2-b1ff52af7c46 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:55:17,411 | INFO | logging | Request b714f9ad-8580-492b-b2b2-b1ff52af7c46 completed: GET /api/v1/health - Status: 200 - Took: 1.10ms
2024-12-13 03:55:17,411 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 1.78ms
2024-12-13 03:55:19,102 | INFO | logging | Request feaf39a3-5927-487d-9f0c-3eabb7ec7b36 started: POST /api/v1/chat - Client: 172.19.0.6
2024-12-13 03:55:22,436 | INFO | logging | Request 55333b84-ee3f-4995-b826-4c09ebc627a2 started: GET /api/v1/health - Client: 127.0.0.1
2024-12-13 03:55:22,438 | INFO | logging | Request 55333b84-ee3f-4995-b826-4c09ebc627a2 completed: GET /api/v1/health - Status: 200 - Took: 1.16ms
2024-12-13 03:55:22,439 | DEBUG | timing | Request processed: GET /api/v1/health - Took: 2.79ms
2024-12-13 03:55:26,012 | INFO | store | Initialized VectorStore with model: all-MiniLM-L6-v2
2024-12-13 03:55:26,015 | INFO | chat | Calling VectorStore.similarity_search
2024-12-13 03:55:26,015 | INFO | store | Running similarity search for query='Considerando que el texto menciona la importancia del conocimiento del mundo para resolver ambigüedades, ¿cómo podría afectar esto al desarrollo de sistemas de PLN para lenguas minoritarias con menos datos disponibles?' with filter_conditions={}
2024-12-13 03:55:26,597 | INFO | store | Found 3 relevant chunks with threshold 0
2024-12-13 03:55:27,416 | DEBUG | chat | [<app.models.rag.chunk.Chunk object at 0x7fd616d52c90>, <app.models.rag.chunk.Chunk object at 0x7fd6169684d0>, <app.models.rag.chunk.Chunk object at 0x7fd6169684a0>]
2024-12-13 03:55:27,438 | DEBUG | chat | []
2024-12-13 03:55:27,439 | INFO | chat | []
2024-12-13 03:55:27,439 | INFO | chat | Generated response with 3 chunks for query: Considerando que el texto menciona la importancia ...
